Full Name,Owner,Repo,Description,Stars,Language,Updated,Repo URL,User URL,Labels
"apitable/apitable","apitable","apitable","🚀🎉📚 APITable, an API-oriented low-code platform for building collaborative apps and better than all other Airtable open-source alternatives.","15.2k","TypeScript","Oct 29, 2025, 10:34 PM GMT-5","https://github.com/apitable/apitable","https://github.com/apitable","[{""text"":""react"",""url"":""https://github.com/topics/react""},{""text"":""javascript"",""url"":""https://github.com/topics/javascript""},{""text"":""api"",""url"":""https://github.com/topics/api""},{""text"":""typescript"",""url"":""https://github.com/topics/typescript""},{""text"":""spring"",""url"":""https://github.com/topics/spring""},{""text"":""nextjs"",""url"":""https://github.com/topics/nextjs""},{""text"":""spreadsheet"",""url"":""https://github.com/topics/spreadsheet""},{""text"":""admin-dashboard"",""url"":""https://github.com/topics/admin-dashboard""},{""text"":""embed"",""url"":""https://github.com/topics/embed""},{""text"":""airtable"",""url"":""https://github.com/topics/airtable""},{""text"":""hacktoberfest"",""url"":""https://github.com/topics/hacktoberfest""},{""text"":""notion"",""url"":""https://github.com/topics/notion""},{""text"":""low-code"",""url"":""https://github.com/topics/low-code""},{""text"":""no-code"",""url"":""https://github.com/topics/no-code""},{""text"":""internal-tool"",""url"":""https://github.com/topics/internal-tool""},{""text"":""nestjs"",""url"":""https://github.com/topics/nestjs""},{""text"":""automatic-api"",""url"":""https://github.com/topics/automatic-api""},{""text"":""airtable-alternative"",""url"":""https://github.com/topics/airtable-alternative""},{""text"":""nocodb"",""url"":""https://github.com/topics/nocodb""}]"
"taowen/taowen","taowen","taowen","国内低代码平台从业者交流","14.6k","","Nov 6, 2024, 9:24 PM GMT-5","https://github.com/taowen/taowen","https://github.com/taowen","[{""text"":""awesome"",""url"":""https://github.com/topics/awesome""},{""text"":""awsome"",""url"":""https://github.com/topics/awsome""},{""text"":""low-code"",""url"":""https://github.com/topics/low-code""},{""text"":""nocode"",""url"":""https://github.com/topics/nocode""},{""text"":""lowcode"",""url"":""https://github.com/topics/lowcode""}]"
"automatisch/automatisch","automatisch","automatisch","The open source Zapier alternative. Build workflow automation without spending time and money.","13.4k","JavaScript","Dec 23, 2025, 3:26 PM GMT-5","https://github.com/automatisch/automatisch","https://github.com/automatisch","[{""text"":""open-source"",""url"":""https://github.com/topics/open-source""},{""text"":""workflow"",""url"":""https://github.com/topics/workflow""},{""text"":""automation"",""url"":""https://github.com/topics/automation""},{""text"":""self-hosted"",""url"":""https://github.com/topics/self-hosted""},{""text"":""low-code"",""url"":""https://github.com/topics/low-code""},{""text"":""no-code"",""url"":""https://github.com/topics/no-code""},{""text"":""automatisch"",""url"":""https://github.com/topics/automatisch""}]"
"illacloud/illacloud","illacloud","illacloud","Low-code platform allows you to build business apps, enables you to quickly create internal tools such as dashboard, crud app, admin panel, crm, cms, etc. Supports PostgreSQL, MySQL, Supabase, GraphQL, MongoDB, MSSQL, Rest API, Hugging Face, Redis, etc. Automate workflows with schedule or webhook. Open source Retool.","12.3k","TypeScript","Oct 25, 2025, 9:12 PM GMT-5","https://github.com/illacloud/illacloud","https://github.com/illacloud","[{""text"":""react"",""url"":""https://github.com/topics/react""},{""text"":""internal-tools"",""url"":""https://github.com/topics/internal-tools""},{""text"":""gui"",""url"":""https://github.com/topics/gui""},{""text"":""typescript"",""url"":""https://github.com/topics/typescript""},{""text"":""self-hosted"",""url"":""https://github.com/topics/self-hosted""},{""text"":""developer-tools"",""url"":""https://github.com/topics/developer-tools""},{""text"":""crud-application"",""url"":""https://github.com/topics/crud-application""},{""text"":""hacktoberfest"",""url"":""https://github.com/topics/hacktoberfest""},{""text"":""low-code"",""url"":""https://github.com/topics/low-code""},{""text"":""app-builder"",""url"":""https://github.com/topics/app-builder""},{""text"":""internal-tool"",""url"":""https://github.com/topics/internal-tool""},{""text"":""low-code-development-platform"",""url"":""https://github.com/topics/low-code-development-platform""},{""text"":""lowcode"",""url"":""https://github.com/topics/lowcode""},{""text"":""developer-tool"",""url"":""https://github.com/topics/developer-tool""},{""text"":""internal-development"",""url"":""https://github.com/topics/internal-development""},{""text"":""aiagent"",""url"":""https://github.com/topics/aiagent""}]"
"PipedreamHQ/PipedreamHQ","PipedreamHQ","PipedreamHQ","Connect APIs, remarkably fast. Free for developers.","10.9k","JavaScript","Dec 25, 2025, 5:28 PM GMT-5","https://github.com/PipedreamHQ/PipedreamHQ","https://github.com/PipedreamHQ","[{""text"":""nodejs"",""url"":""https://github.com/topics/nodejs""},{""text"":""python"",""url"":""https://github.com/topics/python""},{""text"":""bash"",""url"":""https://github.com/topics/bash""},{""text"":""cli"",""url"":""https://github.com/topics/cli""},{""text"":""golang"",""url"":""https://github.com/topics/golang""},{""text"":""workflow"",""url"":""https://github.com/topics/workflow""},{""text"":""integrations"",""url"":""https://github.com/topics/integrations""},{""text"":""automation"",""url"":""https://github.com/topics/automation""},{""text"":""typescript"",""url"":""https://github.com/topics/typescript""},{""text"":""serverless"",""url"":""https://github.com/topics/serverless""},{""text"":""event-sourcing"",""url"":""https://github.com/topics/event-sourcing""},{""text"":""data-flow"",""url"":""https://github.com/topics/data-flow""},{""text"":""ipaas"",""url"":""https://github.com/topics/ipaas""},{""text"":""apis"",""url"":""https://github.com/topics/apis""},{""text"":""eventsourcing"",""url"":""https://github.com/topics/eventsourcing""},{""text"":""workflows"",""url"":""https://github.com/topics/workflows""},{""text"":""low-code"",""url"":""https://github.com/topics/low-code""},{""text"":""low-code-development-platform"",""url"":""https://github.com/topics/low-code-development-platform""},{""text"":""integration-flow"",""url"":""https://github.com/topics/integration-flow""}]"
"MrXujiang/MrXujiang","MrXujiang","MrXujiang","H5 Page Maker, H5 Editor, LowCode. Make H5 as easy as building blocks. | 让H5制作像搭积木一样简单, 轻松搭建H5页面, H5网站, PC端网站,LowCode平台.","9.9k","JavaScript","Dec 23, 2025, 10:27 AM GMT-5","https://github.com/MrXujiang/MrXujiang","https://github.com/MrXujiang","[{""text"":""react"",""url"":""https://github.com/topics/react""},{""text"":""javascript"",""url"":""https://github.com/topics/javascript""},{""text"":""typescript"",""url"":""https://github.com/topics/typescript""},{""text"":""react-router"",""url"":""https://github.com/topics/react-router""},{""text"":""drag-and-drop"",""url"":""https://github.com/topics/drag-and-drop""},{""text"":""react-dnd"",""url"":""https://github.com/topics/react-dnd""},{""text"":""page-builder"",""url"":""https://github.com/topics/page-builder""},{""text"":""antd"",""url"":""https://github.com/topics/antd""},{""text"":""site-generator"",""url"":""https://github.com/topics/site-generator""},{""text"":""page-factory"",""url"":""https://github.com/topics/page-factory""},{""text"":""h5"",""url"":""https://github.com/topics/h5""},{""text"":""low-code"",""url"":""https://github.com/topics/low-code""},{""text"":""miniprogram"",""url"":""https://github.com/topics/miniprogram""},{""text"":""visual-design"",""url"":""https://github.com/topics/visual-design""},{""text"":""h5-builder"",""url"":""https://github.com/topics/h5-builder""},{""text"":""lowcode"",""url"":""https://github.com/topics/lowcode""},{""text"":""h5-editor"",""url"":""https://github.com/topics/h5-editor""},{""text"":""low-code-platform"",""url"":""https://github.com/topics/low-code-platform""},{""text"":""h5-dooring"",""url"":""https://github.com/topics/h5-dooring""},{""text"":""low-code-framework"",""url"":""https://github.com/topics/low-code-framework""}]"
"frappe/frappe","frappe","frappe","Low code web framework for real world applications, in Python and Javascript","9.5k","Python","Dec 26, 2025, 7:17 AM GMT-5","https://github.com/frappe/frappe","https://github.com/frappe","[{""text"":""javascript"",""url"":""https://github.com/topics/javascript""},{""text"":""python"",""url"":""https://github.com/topics/python""},{""text"":""cms"",""url"":""https://github.com/topics/cms""},{""text"":""webhooks"",""url"":""https://github.com/topics/webhooks""},{""text"":""security"",""url"":""https://github.com/topics/security""},{""text"":""postgres"",""url"":""https://github.com/topics/postgres""},{""text"":""email"",""url"":""https://github.com/topics/email""},{""text"":""rest-api"",""url"":""https://github.com/topics/rest-api""},{""text"":""socket-io"",""url"":""https://github.com/topics/socket-io""},{""text"":""web-framework"",""url"":""https://github.com/topics/web-framework""},{""text"":""mariadb"",""url"":""https://github.com/topics/mariadb""},{""text"":""full-stack"",""url"":""https://github.com/topics/full-stack""},{""text"":""frappe"",""url"":""https://github.com/topics/frappe""},{""text"":""erpnext"",""url"":""https://github.com/topics/erpnext""},{""text"":""multitenant"",""url"":""https://github.com/topics/multitenant""},{""text"":""low-code"",""url"":""https://github.com/topics/low-code""}]"
"goplus/goplus","goplus","goplus","XGo is a programming language that reads like plain English. But it's also incredibly powerful — it lets you leverage assets from C/C++, Go, Python, and JavaScript/TypeScript, creating a unified software engineering ecosystem. Our vision is to enable everyone to become a builder of the world.","9.4k","Go","Dec 24, 2025, 7:52 PM GMT-5","https://github.com/goplus/goplus","https://github.com/goplus","[{""text"":""programming-language"",""url"":""https://github.com/topics/programming-language""},{""text"":""golang"",""url"":""https://github.com/topics/golang""},{""text"":""data-science"",""url"":""https://github.com/topics/data-science""},{""text"":""scientific-computing"",""url"":""https://github.com/topics/scientific-computing""},{""text"":""stem"",""url"":""https://github.com/topics/stem""},{""text"":""low-code"",""url"":""https://github.com/topics/low-code""},{""text"":""xgo"",""url"":""https://github.com/topics/xgo""},{""text"":""goplus"",""url"":""https://github.com/topics/goplus""},{""text"":""stem-education"",""url"":""https://github.com/topics/stem-education""},{""text"":""ai-native"",""url"":""https://github.com/topics/ai-native""}]"
"givanz/givanz","givanz","givanz","Drag and drop page builder library written in vanilla javascript without dependencies or build tools.","8.3k","JavaScript","Sep 19, 2025, 12:41 PM GMT-5","https://github.com/givanz/givanz","https://github.com/givanz","[{""text"":""nodejs"",""url"":""https://github.com/topics/nodejs""},{""text"":""javascript"",""url"":""https://github.com/topics/javascript""},{""text"":""editor"",""url"":""https://github.com/topics/editor""},{""text"":""bootstrap"",""url"":""https://github.com/topics/bootstrap""},{""text"":""open-source"",""url"":""https://github.com/topics/open-source""},{""text"":""builder"",""url"":""https://github.com/topics/builder""},{""text"":""ui"",""url"":""https://github.com/topics/ui""},{""text"":""drag-and-drop"",""url"":""https://github.com/topics/drag-and-drop""},{""text"":""scss"",""url"":""https://github.com/topics/scss""},{""text"":""vanilla-javascript"",""url"":""https://github.com/topics/vanilla-javascript""},{""text"":""wysiwyg"",""url"":""https://github.com/topics/wysiwyg""},{""text"":""website-builder"",""url"":""https://github.com/topics/website-builder""},{""text"":""free"",""url"":""https://github.com/topics/free""},{""text"":""website-generation"",""url"":""https://github.com/topics/website-generation""},{""text"":""page-builder"",""url"":""https://github.com/topics/page-builder""},{""text"":""site-generator"",""url"":""https://github.com/topics/site-generator""},{""text"":""low-code"",""url"":""https://github.com/topics/low-code""},{""text"":""no-code"",""url"":""https://github.com/topics/no-code""},{""text"":""nocode"",""url"":""https://github.com/topics/nocode""},{""text"":""bootstrap5"",""url"":""https://github.com/topics/bootstrap5""}]"
"iflytek/iflytek","iflytek","iflytek","Enterprise-grade, commercial-friendly agentic workflow platform for building next-generation SuperAgents.","8.1k","Java","Dec 25, 2025, 9:07 PM GMT-5","https://github.com/iflytek/iflytek","https://github.com/iflytek","[{""text"":""python"",""url"":""https://github.com/topics/python""},{""text"":""agent"",""url"":""https://github.com/topics/agent""},{""text"":""enterprise"",""url"":""https://github.com/topics/enterprise""},{""text"":""workflow"",""url"":""https://github.com/topics/workflow""},{""text"":""ai"",""url"":""https://github.com/topics/ai""},{""text"":""mcp"",""url"":""https://github.com/topics/mcp""},{""text"":""orchestration"",""url"":""https://github.com/topics/orchestration""},{""text"":""multi-agent"",""url"":""https://github.com/topics/multi-agent""},{""text"":""superagent"",""url"":""https://github.com/topics/superagent""},{""text"":""low-code"",""url"":""https://github.com/topics/low-code""},{""text"":""next-gen"",""url"":""https://github.com/topics/next-gen""},{""text"":""llm"",""url"":""https://github.com/topics/llm""},{""text"":""agentic-workflow"",""url"":""https://github.com/topics/agentic-workflow""}]"
"rowyio/rowyio","rowyio","rowyio","Low-code backend platform. Manage database on spreadsheet-like UI and build cloud functions workflows in JS/TS, all in your browser.","6.8k","TypeScript","Nov 23, 2024, 2:46 PM GMT-5","https://github.com/rowyio/rowyio","https://github.com/rowyio","[{""text"":""react"",""url"":""https://github.com/topics/react""},{""text"":""cms"",""url"":""https://github.com/topics/cms""},{""text"":""internal-tools"",""url"":""https://github.com/topics/internal-tools""},{""text"":""firebase"",""url"":""https://github.com/topics/firebase""},{""text"":""typescript"",""url"":""https://github.com/topics/typescript""},{""text"":""backend"",""url"":""https://github.com/topics/backend""},{""text"":""gcp"",""url"":""https://github.com/topics/gcp""},{""text"":""spreadsheet"",""url"":""https://github.com/topics/spreadsheet""},{""text"":""google-cloud"",""url"":""https://github.com/topics/google-cloud""},{""text"":""airtable"",""url"":""https://github.com/topics/airtable""},{""text"":""low-code"",""url"":""https://github.com/topics/low-code""},{""text"":""no-code"",""url"":""https://github.com/topics/no-code""},{""text"":""cloud-functions"",""url"":""https://github.com/topics/cloud-functions""},{""text"":""cms-backend"",""url"":""https://github.com/topics/cms-backend""},{""text"":""cloudfunctions"",""url"":""https://github.com/topics/cloudfunctions""},{""text"":""firestore"",""url"":""https://github.com/topics/firestore""},{""text"":""nocode"",""url"":""https://github.com/topics/nocode""},{""text"":""lowcode"",""url"":""https://github.com/topics/lowcode""},{""text"":""airtable-alternative"",""url"":""https://github.com/topics/airtable-alternative""}]"
"openblocks-dev/openblocks-dev","openblocks-dev","openblocks-dev","🔥 🔥 🔥 The Open Source Retool Alternative","6.2k","TypeScript","Oct 19, 2023, 1:42 AM GMT-5","https://github.com/openblocks-dev/openblocks-dev","https://github.com/openblocks-dev","[{""text"":""react"",""url"":""https://github.com/topics/react""},{""text"":""postgres"",""url"":""https://github.com/topics/postgres""},{""text"":""internal-tools"",""url"":""https://github.com/topics/internal-tools""},{""text"":""gui"",""url"":""https://github.com/topics/gui""},{""text"":""mongodb"",""url"":""https://github.com/topics/mongodb""},{""text"":""dashboard"",""url"":""https://github.com/topics/dashboard""},{""text"":""rest-api"",""url"":""https://github.com/topics/rest-api""},{""text"":""clickhouse"",""url"":""https://github.com/topics/clickhouse""},{""text"":""crm"",""url"":""https://github.com/topics/crm""},{""text"":""admin-dashboard"",""url"":""https://github.com/topics/admin-dashboard""},{""text"":""business-intelligence"",""url"":""https://github.com/topics/business-intelligence""},{""text"":""crud-application"",""url"":""https://github.com/topics/crud-application""},{""text"":""data-source"",""url"":""https://github.com/topics/data-source""},{""text"":""ui-builder"",""url"":""https://github.com/topics/ui-builder""},{""text"":""app-development"",""url"":""https://github.com/topics/app-development""},{""text"":""low-code"",""url"":""https://github.com/topics/low-code""},{""text"":""app-builder"",""url"":""https://github.com/topics/app-builder""},{""text"":""low-code-platform"",""url"":""https://github.com/topics/low-code-platform""},{""text"":""low-code-framework"",""url"":""https://github.com/topics/low-code-framework""}]"
"clientIO/clientIO","clientIO","clientIO","A proven SVG-based JavaScript diagramming library powering exceptional UIs","5.2k","JavaScript","Dec 16, 2025, 10:12 AM GMT-5","https://github.com/clientIO/clientIO","https://github.com/clientIO","[{""text"":""visualization"",""url"":""https://github.com/topics/visualization""},{""text"":""javascript"",""url"":""https://github.com/topics/javascript""},{""text"":""svg"",""url"":""https://github.com/topics/svg""},{""text"":""charts"",""url"":""https://github.com/topics/charts""},{""text"":""typescript"",""url"":""https://github.com/topics/typescript""},{""text"":""html5"",""url"":""https://github.com/topics/html5""},{""text"":""javascript-library"",""url"":""https://github.com/topics/javascript-library""},{""text"":""typescript-library"",""url"":""https://github.com/topics/typescript-library""},{""text"":""interactive-diagrams"",""url"":""https://github.com/topics/interactive-diagrams""},{""text"":""low-code"",""url"":""https://github.com/topics/low-code""},{""text"":""no-code"",""url"":""https://github.com/topics/no-code""},{""text"":""diagramming"",""url"":""https://github.com/topics/diagramming""},{""text"":""visual-applications"",""url"":""https://github.com/topics/visual-applications""}]"
"brick-design/brick-design","brick-design","brick-design","低代码框架，支持流式布局与自由布局拖拽编排，可视化拖拽、随意嵌套组合、实时渲染、实时辅助线展示、自由布局支持辅助对齐、支持自动吸附、实时组件间距展示、实时拖拽排序、状态域管理，可视化属性配置、可视化样式配置、多设备适配展示，支持逻辑渲染、模板字符变量、表达式、自定义方法、自定义状态","5.2k","TypeScript","Oct 29, 2023, 10:20 PM GMT-5","https://github.com/brick-design/brick-design","https://github.com/brick-design","[{""text"":""react"",""url"":""https://github.com/topics/react""},{""text"":""typescript"",""url"":""https://github.com/topics/typescript""},{""text"":""drag-and-drop"",""url"":""https://github.com/topics/drag-and-drop""},{""text"":""page-builder"",""url"":""https://github.com/topics/page-builder""},{""text"":""web-editor"",""url"":""https://github.com/topics/web-editor""},{""text"":""web-design"",""url"":""https://github.com/topics/web-design""},{""text"":""html-builder"",""url"":""https://github.com/topics/html-builder""},{""text"":""site-generator"",""url"":""https://github.com/topics/site-generator""},{""text"":""site-builder"",""url"":""https://github.com/topics/site-builder""},{""text"":""web-builder"",""url"":""https://github.com/topics/web-builder""},{""text"":""low-code"",""url"":""https://github.com/topics/low-code""},{""text"":""no-code"",""url"":""https://github.com/topics/no-code""},{""text"":""nocode"",""url"":""https://github.com/topics/nocode""},{""text"":""lowcode"",""url"":""https://github.com/topics/lowcode""},{""text"":""h5-editor"",""url"":""https://github.com/topics/h5-editor""},{""text"":""page-editor"",""url"":""https://github.com/topics/page-editor""}]"
"prest/prest","prest","prest","PostgreSQL ➕ REST, low-code, simplify and accelerate development, ⚡ instant, realtime, high-performance on any Postgres application, existing or new","4.5k","Go","Dec 4, 2025, 4:01 AM GMT-5","https://github.com/prest/prest","https://github.com/prest","[{""text"":""go"",""url"":""https://github.com/topics/go""},{""text"":""golang"",""url"":""https://github.com/topics/golang""},{""text"":""postgres"",""url"":""https://github.com/topics/postgres""},{""text"":""database"",""url"":""https://github.com/topics/database""},{""text"":""rest"",""url"":""https://github.com/topics/rest""},{""text"":""rest-api"",""url"":""https://github.com/topics/rest-api""},{""text"":""postgresql"",""url"":""https://github.com/topics/postgresql""},{""text"":""databases"",""url"":""https://github.com/topics/databases""},{""text"":""hacktoberfest"",""url"":""https://github.com/topics/hacktoberfest""},{""text"":""low-code"",""url"":""https://github.com/topics/low-code""},{""text"":""prest"",""url"":""https://github.com/topics/prest""},{""text"":""automatic-api"",""url"":""https://github.com/topics/automatic-api""}]"
"dtyq/dtyq","dtyq","dtyq","Super Magic. The first open-source all-in-one AI productivity platform (Generalist AI Agent + Workflow Engine + IM + Online collaborative office system)","4.4k","PHP","Dec 2, 2025, 2:29 AM GMT-5","https://github.com/dtyq/dtyq","https://github.com/dtyq","[{""text"":""agent"",""url"":""https://github.com/topics/agent""},{""text"":""workflow"",""url"":""https://github.com/topics/workflow""},{""text"":""ai"",""url"":""https://github.com/topics/ai""},{""text"":""mcp"",""url"":""https://github.com/topics/mcp""},{""text"":""sandbox"",""url"":""https://github.com/topics/sandbox""},{""text"":""agi"",""url"":""https://github.com/topics/agi""},{""text"":""gpt"",""url"":""https://github.com/topics/gpt""},{""text"":""low-code"",""url"":""https://github.com/topics/low-code""},{""text"":""no-code"",""url"":""https://github.com/topics/no-code""},{""text"":""llm"",""url"":""https://github.com/topics/llm""},{""text"":""super-magic"",""url"":""https://github.com/topics/super-magic""}]"
